IdKhachHang,City,IdInvoice,Day,Month,Year,Gender,ProductLine,PaymentMethod,Quantity,Rating,Gross Income
874,Naypyitaw,214-17-6927,7,2,2019,Female,Sports and travel,Ewallet,6,9.9,4.944
875,Naypyitaw,400-89-4171,28,1,2019,Female,Home and lifestyle,Cash,8,9.3,32.388
876,Naypyitaw,894-41-5205,19,1,2019,Female,Home and lifestyle,Credit card,8,8.3,17.272
877,Naypyitaw,423-80-0988,30,1,2019,Male,Fashion accessories,Ewallet,2,6.5,7.64
878,Naypyitaw,234-65-2137,16,1,2019,Male,Electronic accessories,Cash,10,4.8,47.79
879,Naypyitaw,733-33-4967,3,3,2019,Male,Electronic accessories,Cash,8,6.3,8.34
880,Naypyitaw,139-52-2867,13,2,2019,Female,Electronic accessories,Credit card,7,4.8,7.8785
881,Naypyitaw,130-98-8941,9,2,2019,Male,Food and beverages,Cash,7,5.7,22.491
882,Yangon,760-90-2357,20,3,2019,Male,Fashion accessories,Ewallet,6,5,22.353
883,Naypyitaw,824-88-3614,25,1,2019,Male,Sports and travel,Ewallet,8,5.7,13.724
884,Naypyitaw,593-65-1552,28,1,2019,Female,Home and lifestyle,Credit card,4,5.9,13.962
885,Naypyitaw,286-43-6208,16,3,2019,Female,Food and beverages,Cash,9,9.2,39.51
886,Naypyitaw,699-01-4164,12,3,2019,Male,Sports and travel,Credit card,4,8.2,8.3
887,Naypyitaw,426-39-2418,14,1,2019,Male,Food and beverages,Cash,7,9.8,21.4935
888,Yangon,365-64-0522,2,3,2020,Male,Food and beverages,Ewallet,7,6,13.2945
889,Naypyitaw,677-11-0152,16,1,2019,Female,Fashion accessories,Cash,9,8.8,41.967
890,Naypyitaw,389-25-3394,17,2,2019,Male,Sports and travel,Cash,5,9.4,2.9525
891,Naypyitaw,211-30-9270,28,1,2019,Male,Health and beauty,Credit card,5,4.9,4.3525
892,Naypyitaw,821-07-3596,7,3,2019,Female,Electronic accessories,Ewallet,4,5.6,3.29
893,Naypyitaw,883-17-4236,2,3,2019,Female,Electronic accessories,Credit card,4,7.2,1.439
894,Naypyitaw,376-56-3573,2,2,2019,Female,Electronic accessories,Ewallet,4,6.4,19.084
895,Naypyitaw,808-65-0703,14,3,2019,Male,Electronic accessories,Credit card,4,6.9,7.094
896,Yangon,239-48-4278,10,3,2019,Male,Health and beauty,Ewallet,7,8.3,3.5455
897,Naypyitaw,226-71-3580,31,1,2019,Female,Fashion accessories,Cash,9,9.5,10.6875
898,Naypyitaw,523-38-0215,6,3,2019,Male,Fashion accessories,Credit card,9,7.9,1.85
899,Naypyitaw,558-80-4082,14,3,2019,Male,Health and beauty,Ewallet,7,6,9.7475
900,Naypyitaw,727-75-6477,29,3,2019,Male,Health and beauty,Cash,7,6.4,5.768
901,Naypyitaw,446-47-6729,2,1,2019,Male,Electronic accessories,Credit card,2,6.7,9.982
902,Naypyitaw,735-06-4124,25,2,2019,Male,Electronic accessories,Cash,2,4.4,2.4305
903,Naypyitaw,622-20-1945,18,1,2019,Female,Health and beauty,Cash,1,8.4,1.971
904,Naypyitaw,649-11-3678,26,2,2019,Female,Health and beauty,Cash,1,5.5,10.3185
905,Naypyitaw,416-13-5917,30,1,2019,Female,Health and beauty,Ewallet,5,9.3,24.2575
906,Naypyitaw,633-09-3463,28,3,2019,Female,Health and beauty,Credit card,5,9.5,7.1475
907,Naypyitaw,320-49-6392,4,3,2019,Female,Health and beauty,Cash,1,8.4,1.512
908,Naypyitaw,632-90-0281,8,3,2019,Female,Health and beauty,Credit card,1,9.3,18.775
909,Naypyitaw,554-42-2417,9,1,2019,Female,Food and beverages,Cash,10,5.2,47.72
910,Naypyitaw,605-72-4132,27,2,2019,Female,Food and beverages,Cash,10,9.1,37.788
911,Naypyitaw,272-27-9238,19,2,2019,Female,Food and beverages,Cash,4,7.1,8.248
912,Naypyitaw,471-41-2823,7,3,2019,Male,Food and beverages,Ewallet,4,8,9.979
913,Mandalay,365-64-0523,8,2,2020,Male,Food and beverages,Cash,4,6.7,1.676
914,Naypyitaw,122-61-9553,14,3,2019,Female,Fashion accessories,Cash,9,5.6,23.094
915,Naypyitaw,834-25-9262,6,1,2019,Female,Fashion accessories,Cash,9,9.1,16.336
916,Naypyitaw,613-59-9758,27,1,2019,Female,Electronic accessories,Cash,10,5.4,7.18
917,Naypyitaw,730-70-9830,14,3,2019,Female,Electronic accessories,Ewallet,10,5.2,21.033
918,Yangon,443-82-0585,1,2,2019,Female,Fashion accessories,Cash,4,8.4,15.536
919,Naypyitaw,382-25-8917,29,1,2019,Male,Home and lifestyle,Cash,6,8.9,12.624
920,Naypyitaw,743-88-1662,22,2,2019,Male,Home and lifestyle,Ewallet,6,8.7,33.4215
921,Naypyitaw,462-78-5240,19,3,2019,Female,Home and lifestyle,Cash,2,4.2,2.661
922,Naypyitaw,689-16-9784,11,3,2019,Male,Home and lifestyle,Cash,2,6,14.031
923,Naypyitaw,110-05-6330,25,3,2019,Female,Home and lifestyle,Credit card,6,9.4,11.829
924,Naypyitaw,651-61-0874,12,3,2019,Male,Home and lifestyle,Credit card,6,6.2,9.244
925,Naypyitaw,372-26-1506,28,1,2019,Female,Sports and travel,Ewallet,5,5.4,5.955
926,Naypyitaw,750-57-9686,8,1,2019,Female,Sports and travel,Credit card,5,8.7,9.076
927,Naypyitaw,489-64-4354,9,3,2019,Male,Sports and travel,Cash,1,5,0.814
928,Naypyitaw,740-22-2500,23,1,2019,Female,Sports and travel,Cash,1,9.8,12.6075
929,Naypyitaw,574-57-9721,8,3,2019,Male,Electronic accessories,Ewallet,2,5.7,4.327
930,Naypyitaw,751-69-0068,19,3,2019,Male,Electronic accessories,Ewallet,2,9,44.658
931,Naypyitaw,192-98-7397,8,1,2019,Male,Home and lifestyle,Ewallet,1,9.5,0.639
932,Naypyitaw,810-60-6344,7,2,2019,Female,Home and lifestyle,Credit card,1,6.5,16.344
933,Naypyitaw,453-12-7053,10,3,2019,Male,Food and beverages,Credit card,3,6.5,6.861
934,Naypyitaw,729-46-7422,23,2,2019,Male,Food and beverages,Credit card,3,7.9,1.7945
935,Naypyitaw,326-71-2155,3,2,2019,Female,Home and lifestyle,Cash,4,6.1,14.79
936,Naypyitaw,639-76-1242,3,2,2019,Male,Home and lifestyle,Cash,4,4.5,10.13
937,Naypyitaw,598-47-9715,7,3,2019,Male,Health and beauty,Ewallet,4,4.4,16.814
938,Naypyitaw,746-19-0921,9,2,2019,Male,Health and beauty,Ewallet,4,7.2,1.079
939,Yangon,560-49-6611,7,2,2019,Female,Health and beauty,Cash,1,9.8,2.279
940,Naypyitaw,246-11-3901,15,2,2019,Female,Food and beverages,Cash,10,6.2,16.4
941,Naypyitaw,541-08-3113,2,2,2019,Male,Food and beverages,Cash,10,8.4,26.388
942,Naypyitaw,556-72-8512,30,1,2019,Male,Fashion accessories,Cash,1,4.3,1.148
943,Naypyitaw,556-97-7101,1,1,2019,Female,Fashion accessories,Cash,1,8.5,6.322
944,Naypyitaw,620-02-2046,27,1,2019,Male,Food and beverages,Ewallet,2,9,6.94
945,Naypyitaw,862-59-8517,27,1,2019,Female,Food and beverages,Cash,2,6.2,27.072
946,Naypyitaw,133-14-7229,1,1,2019,Male,Health and beauty,Cash,2,5,6.287
947,Naypyitaw,236-27-1144,26,3,2019,Female,Health and beauty,Ewallet,2,8.4,7.3395
948,Naypyitaw,399-69-4630,7,3,2019,Male,Home and lifestyle,Credit card,6,8.6,6.663
949,Naypyitaw,583-41-4548,7,2,2019,Male,Home and lifestyle,Ewallet,6,7.4,5.8345
950,Naypyitaw,718-57-9773,3,2,2019,Female,Health and beauty,Credit card,10,9.4,24.665
951,Naypyitaw,866-99-7614,11,2,2019,Male,Health and beauty,Credit card,10,4.4,44.6
952,Naypyitaw,408-26-9866,2,3,2019,Female,Health and beauty,Ewallet,7,4.1,25.893
953,Naypyitaw,592-34-6155,14,1,2019,Male,Health and beauty,Ewallet,7,6.2,6.354
954,Naypyitaw,379-17-6588,14,3,2019,Male,Food and beverages,Cash,10,5.3,29.805
955,Naypyitaw,390-31-6381,7,1,2019,Male,Food and beverages,Cash,10,7.3,4.083
956,Naypyitaw,123-35-4896,17,2,2019,Female,Home and lifestyle,Ewallet,9,5.3,20.997
957,Naypyitaw,258-69-7810,26,1,2019,Female,Home and lifestyle,Cash,9,9.2,9.2125
958,Naypyitaw,219-61-4139,23,1,2019,Male,Food and beverages,Ewallet,1,6.4,4.154
959,Naypyitaw,881-41-7302,26,1,2019,Female,Food and beverages,Credit card,1,4.5,3.2495
960,Yangon,880-35-0356,5,2,2019,Female,Electronic accessories,Ewallet,3,4.8,11.28
961,Naypyitaw,318-81-2368,19,3,2019,Female,Home and lifestyle,Cash,1,6.3,2.31
962,Naypyitaw,373-09-4567,14,3,2019,Male,Home and lifestyle,Ewallet,1,6.9,38.78
963,Naypyitaw,740-11-5257,24,2,2019,Male,Fashion accessories,Cash,10,7.1,12.37
964,Naypyitaw,778-89-7974,30,3,2019,Male,Fashion accessories,Cash,10,7.4,21.063
965,Naypyitaw,250-81-7186,27,2,2019,Female,Food and beverages,Credit card,1,8,4.9845
966,Naypyitaw,714-02-3114,21,2,2019,Female,Food and beverages,Cash,1,7.7,9.88
967,Naypyitaw,556-41-6224,15,2,2019,Male,Electronic accessories,Credit card,8,9.3,13.456
968,Naypyitaw,648-94-3045,7,2,2019,Male,Electronic accessories,Ewallet,8,8.1,29.475
969,Naypyitaw,370-96-0655,9,1,2019,Female,Sports and travel,Ewallet,6,7.1,14.796
970,Naypyitaw,372-62-5264,16,1,2019,Female,Sports and travel,Cash,6,7.6,23.67
971,Naypyitaw,626-43-7888,7,2,2019,Female,Fashion accessories,Ewallet,8,9.6,24.164
972,Naypyitaw,751-41-9720,12,1,2019,Male,Fashion accessories,Ewallet,8,8,48.75
973,Naypyitaw,183-21-3799,19,2,2019,Female,Home and lifestyle,Ewallet,9,7.2,34.9335
974,Naypyitaw,760-27-5490,20,1,2019,Male,Home and lifestyle,Ewallet,9,9.1,6.248
975,Naypyitaw,210-74-9613,16,3,2019,Male,Electronic accessories,Ewallet,4,6.8,19.452
976,Naypyitaw,268-20-3585,4,2,2019,Female,Electronic accessories,Ewallet,4,6,6.2325
977,Naypyitaw,137-63-5492,29,1,2019,Male,Home and lifestyle,Ewallet,10,9,29.38
978,Naypyitaw,733-29-1227,23,3,2019,Male,Home and lifestyle,Cash,10,8.5,19.4635
979,Naypyitaw,451-73-2711,14,1,2019,Male,Home and lifestyle,Ewallet,1,8.8,4.2415
980,Naypyitaw,801-88-0346,5,1,2019,Female,Home and lifestyle,Credit card,1,9.8,11.409
981,Yangon,334-64-2006,24,3,2019,Female,Home and lifestyle,Ewallet,2,9.6,7.032
982,Naypyitaw,471-06-8611,6,2,2019,Female,Sports and travel,Credit card,1,6.3,2.621
983,Naypyitaw,629-42-4133,19,2,2019,Male,Sports and travel,Cash,1,8.3,8.72
984,Naypyitaw,468-99-7231,3,3,2019,Female,Sports and travel,Cash,8,8.8,17.604
985,Naypyitaw,886-77-9084,19,2,2019,Male,Sports and travel,Ewallet,8,5.5,28.756
986,Naypyitaw,189-55-2313,31,1,2019,Female,Electronic accessories,Ewallet,10,6,31.09
987,Naypyitaw,790-38-4466,23,1,2019,Female,Electronic accessories,Credit card,10,9.3,2.7475
988,Naypyitaw,477-59-2456,23,1,2019,Female,Sports and travel,Cash,7,9.2,15.904
989,Naypyitaw,538-22-0304,24,3,2019,Male,Sports and travel,Cash,7,5.2,32.475
990,Naypyitaw,660-29-7083,15,1,2019,Male,Health and beauty,Cash,10,5.8,27.935
991,Naypyitaw,862-29-5914,30,1,2019,Female,Health and beauty,Credit card,10,8.6,1.119
992,Naypyitaw,584-66-4073,13,3,2019,Male,Electronic accessories,Ewallet,1,9.6,2.825
993,Naypyitaw,658-66-3967,14,1,2019,Male,Electronic accessories,Ewallet,1,5,18.6165
994,Naypyitaw,137-74-8729,13,3,2019,Female,Sports and travel,Ewallet,8,6.8,4.876
995,Naypyitaw,154-87-7367,15,3,2019,Male,Sports and travel,Ewallet,8,6.3,26.104
996,Naypyitaw,389-70-2397,21,2,2019,Female,Home and lifestyle,Cash,5,7.2,20.915
997,Naypyitaw,781-84-8059,18,1,2019,Male,Home and lifestyle,Ewallet,5,5,21.259
998,Naypyitaw,450-42-3339,9,2,2019,Male,Fashion accessories,Credit card,10,8.8,42.305
999,Naypyitaw,545-07-8534,14,2,2019,Female,Fashion accessories,Ewallet,10,6,5.832
1000,Naypyitaw,151-27-8496,19,1,2019,Female,Food and beverages,Ewallet,4,8.6,11.226
1001,Naypyitaw,717-96-4189,2,2,2019,Female,Food and beverages,Cash,4,4.1,10.647
1002,Yangon,559-98-9873,10,2,2019,Female,Health and beauty,Ewallet,7,5.2,18.7775
1003,Naypyitaw,458-10-8612,20,1,2019,Male,Home and lifestyle,Ewallet,7,7.6,22.428
1004,Naypyitaw,887-42-0517,10,1,2019,Female,Home and lifestyle,Credit card,7,6.6,29.099
1005,Naypyitaw,433-08-7822,5,1,2019,Female,Home and lifestyle,Ewallet,7,7.5,27.6115
1006,Naypyitaw,500-02-2261,21,3,2019,Female,Home and lifestyle,Ewallet,7,5.9,17.187
1007,Naypyitaw,744-82-9138,7,2,2019,Male,Health and beauty,Cash,2,8.2,8.613
1008,Naypyitaw,867-47-1948,9,1,2019,Female,Health and beauty,Cash,2,7.8,7.9
1009,Naypyitaw,148-41-7930,23,1,2019,Male,Sports and travel,Cash,7,6.1,34.986
1010,Naypyitaw,189-40-5216,9,1,2019,Male,Sports and travel,Cash,7,6,33.7295
1011,Naypyitaw,233-67-5758,29,1,2019,Male,Sports and travel,Ewallet,7,6.2,2.0175
1012,Yangon,443-59-0061,3,2,2019,Male,Health and beauty,Ewallet,10,4.2,33.725
1013,Yangon,509-29-3912,20,3,2019,Female,Food and beverages,Ewallet,9,4.2,17.424
1014,Yangon,828-46-6863,23,1,2019,Male,Food and beverages,Credit card,6,4,29.559
1015,Yangon,436-54-4512,20,3,2019,Female,Fashion accessories,Cash,1,9.8,4.5805
1016,Yangon,856-66-2701,25,1,2019,Male,Home and lifestyle,Ewallet,3,7.5,7.995
